consent_key.keys,consent_key.rt,recalled,recalled_rt,recall_acc,example_recall.thisRepN,example_recall.thisTrialN,example_recall.thisN,example_recall.thisIndex,example_recall.ran,file,word,participant,please enter your date of birth (dd/mm/yyyy),date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,list,prac_learn_study_loop.thisRepN,prac_learn_study_loop.thisTrialN,prac_learn_study_loop.thisN,prac_learn_study_loop.thisIndex,prac_learn_study_loop.ran,image,prac_learn_test_loop.thisRepN,prac_learn_test_loop.thisTrialN,prac_learn_test_loop.thisN,prac_learn_test_loop.thisIndex,prac_learn_test_loop.ran,learn_study_loop.thisRepN,learn_study_loop.thisTrialN,learn_study_loop.thisN,learn_study_loop.thisIndex,learn_study_loop.ran,list_no,block_no,learn_test_loop.thisRepN,learn_test_loop.thisTrialN,learn_test_loop.thisN,learn_test_loop.thisIndex,learn_test_loop.ran,learn_blocks.thisRepN,learn_blocks.thisTrialN,learn_blocks.thisN,learn_blocks.thisIndex,learn_blocks.ran,block_csv,key_resp_13.keys,key_resp_13.rt,learn_blocks_loop.thisRepN,learn_blocks_loop.thisTrialN,learn_blocks_loop.thisN,learn_blocks_loop.thisIndex,learn_blocks_loop.ran,final_learn_test.thisRepN,final_learn_test.thisTrialN,final_learn_test.thisN,final_learn_test.thisIndex,final_learn_test.ran
,,?,0.001,0,,,,,,stimuli/images/PICTURE_2.png,FLIGHT,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,tyre,,,,,,,,,,,2,1,0,39,39,15,1,,,,,,,,,,,,,,,,,,
,,?,0,0,,,,,,stimuli/images/PICTURE_685.png,PENNY,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,goose,,,,,,,,,,,1,1,0,40,40,4,1,,,,,,,,,,,,,,,,,,
,,?,0,0,,,,,,stimuli/images/PICTURE_449.png,DUDE,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,bench,,,,,,,,,,,2,1,0,41,41,17,1,,,,,,,,,,,,,,,,,,
,,?,0.001,0,,,,,,stimuli/images/PICTURE_340.png,LETTER,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,mirror,,,,,,,,,,,3,1,0,42,42,24,1,,,,,,,,,,,,,,,,,,
,,?,0.001,0,,,,,,stimuli/images/PICTURE_655.png,TOILET,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,megaphone,,,,,,,,,,,2,1,0,43,43,12,1,,,,,,,,,,,,,,,,,,
,,?,0,0,,,,,,stimuli/images/PICTURE_147.png,WOMEN,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,hanger,,,,,,,,,,,1,1,0,44,44,7,1,,,,,,,,,,,,,,,,,,
,,?,0,0,,,,,,stimuli/images/PICTURE_108.png,FLIGHT,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,calendar,,,,,,,,,,,6,1,0,45,45,59,1,,,,,,,,,,,,,,,,,,
,,?,0.001,0,,,,,,stimuli/images/PICTURE_327.png,CASINO,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,helmet,,,,,,,,,,,3,1,0,46,46,20,1,,,,,,,,,,,,,,,,,,
,,?,0.001,0,,,,,,stimuli/images/PICTURE_177.png,WRITER,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,mushroom,,,,,,,,,,,5,1,0,47,47,41,1,,,,,,,,,,,,,,,,,,
,,?,0.001,0,,,,,,stimuli/images/PICTURE_675.png,SALE,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,windmill,,,,,,,,,,,5,1,0,48,48,47,1,,,,,,,,,,,,,,,,,,
,,?,0,0,,,,,,stimuli/images/PICTURE_667.png,RIVER,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,daisy,,,,,,,,,,,2,1,0,49,49,10,1,,,,,,,,,,,,,,,,,,
,,?,0,0,,,,,,stimuli/images/PICTURE_564.png,BATH,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,spoon,,,,,,,,,,,3,1,0,50,50,26,1,,,,,,,,,,,,,,,,,,
,,?,0,0,,,,,,stimuli/images/PICTURE_85.png,TOILET,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,diamond,,,,,,,,,,,5,1,0,51,51,48,1,,,,,,,,,,,,,,,,,,
,,?,0.001,0,,,,,,stimuli/images/PICTURE_504.png,YEAR,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,wheel,,,,,,,,,,,2,1,0,52,52,13,1,,,,,,,,,,,,,,,,,,
,,?,0,0,,,,,,stimuli/images/PICTURE_296.png,LOTS,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,bolt,,,,,,,,,,,1,1,0,53,53,9,1,,,,,,,,,,,,,,,,,,
,,?,0,0,,,,,,stimuli/images/PICTURE_403.png,TOILET,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,cathedral,,,,,,,,,,,3,1,0,54,54,25,1,,,,,,,,,,,,,,,,,,
,,?,0.001,0,,,,,,stimuli/images/PICTURE_85.png,NATION,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,diamond,,,,,,,,,,,1,1,0,55,55,5,1,,,,,,,,,,,,,,,,,,
,,?,0.001,0,,,,,,stimuli/images/PICTURE_233.png,LOTS,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,salt,,,,,,,,,,,5,1,0,56,56,42,1,,,,,,,,,,,,,,,,,,
,,HOUSE,3.282,0,,,,,,stimuli/images/PICTURE_405.png,YEAR,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,anchor,,,,,,,,,,,4,1,0,57,57,34,1,,,,,,,,,,,,,,,,,,
,,?,0.002,0,,,,,,stimuli/images/PICTURE_296.png,LIFE,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,bolt,,,,,,,,,,,6,1,0,58,58,57,1,,,,,,,,,,,,,,,,,,
,,SYSTEM,2.613,1,,,,,,stimuli/images/PICTURE_208.png,SYSTEM,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,microphone,,,,,,,,,,,4,1,0,59,59,32,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,stimuli/learn-block2.csv,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_380.png,DEATH,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,gorilla,,,,,,0,0,0,49,1,5,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_470.png,CASINO,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,motorbike,,,,,,0,1,1,36,1,4,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_123.png,ADVICE,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,dart,,,,,,0,2,2,50,1,6,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_469.png,LETTER,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,stool,,,,,,0,3,3,42,1,5,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_151.png,GIRL,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,tray,,,,,,0,4,4,19,1,2,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_488.png,STYLE,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,sun,,,,,,0,5,5,33,1,4,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_467.png,DEMON,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,peg,,,,,,0,6,6,23,1,3,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_208.png,LOTS,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,microphone,,,,,,0,7,7,10,1,2,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_667.png,PLENTY,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,daisy,,,,,,0,8,8,41,1,5,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_233.png,WOMEN,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,salt,,,,,,0,9,9,38,1,4,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_380.png,PHOTO,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,gorilla,,,,,,0,10,10,52,1,6,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_677.png,MILE,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,map,,,,,,0,11,11,30,1,4,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_744.png,SYSTEM,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,ring,,,,,,0,12,12,43,1,5,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_469.png,ARTIST,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,stool,,,,,,0,13,13,6,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_85.png,THING,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,diamond,,,,,,0,14,14,15,1,2,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_302.png,FAMILY,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,taxi,,,,,,0,15,15,18,1,2,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_708.png,CLIENT,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,monkey,,,,,,0,16,16,5,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_708.png,PENNY,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,monkey,,,,,,0,17,17,31,1,4,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_285.png,ADVICE,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,carrot,,,,,,0,18,18,12,1,2,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_160.png,LEADER,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,wheelbarrow,,,,,,0,19,19,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_453.png,PLENTY,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,scissors,,,,,,0,20,20,56,1,6,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_208.png,THING,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,microphone,,,,,,0,21,21,47,1,5,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_314.png,GODS,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,perfume,,,,,,0,22,22,11,1,2,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_32.png,JUNGLE,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,crown,,,,,,0,23,23,45,1,5,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_68.png,MILE,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,candle,,,,,,0,24,24,44,1,5,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_208.png,MONTH,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,microphone,,,,,,0,25,25,53,1,6,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_203.png,ARTIST,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,cap,,,,,,0,26,26,26,1,3,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_308.png,KIND,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,dice,,,,,,0,27,27,54,1,6,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_255.png,AREA,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,shovel,,,,,,0,28,28,22,1,3,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_160.png,FEET,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,wheelbarrow,,,,,,0,29,29,58,1,6,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_675.png,WEAPON,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,windmill,,,,,,0,30,30,32,1,4,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_95.png,STYLE,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,suitcase,,,,,,0,31,31,25,1,3,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_667.png,BATH,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,daisy,,,,,,0,32,32,4,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_233.png,IDEAS,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,salt,,,,,,0,33,33,28,1,3,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_708.png,YARD,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,monkey,,,,,,0,34,34,29,1,3,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_504.png,BODY,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,wheel,,,,,,0,35,35,8,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_123.png,ADVICE,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,dart,,,,,,0,36,36,40,1,5,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_327.png,BEAUTY,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,helmet,,,,,,0,37,37,48,1,5,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_487.png,FLIGHT,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,basket,,,,,,0,38,38,9,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_491.png,ROOF,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,rug,,,,,,0,39,39,24,1,3,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_248.png,DOZEN,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,cart,,,,,,0,40,40,39,1,4,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_692.png,MONTH,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,cherry,,,,,,0,41,41,16,1,2,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_491.png,WRITER,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,rug,,,,,,0,42,42,57,1,6,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_356.png,DANGER,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,pawn,,,,,,0,43,43,55,1,6,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_177.png,CARS,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,mushroom,,,,,,0,44,44,35,1,4,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_449.png,THING,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,bench,,,,,,0,45,45,59,1,6,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_688.png,WOMEN,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,runner,,,,,,0,46,46,14,1,2,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_308.png,ESTATE,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,dice,,,,,,0,47,47,46,1,5,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_311.png,BEAUTY,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,razor,,,,,,0,48,48,13,1,2,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_453.png,DUDE,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,scissors,,,,,,0,49,49,27,1,3,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_744.png,SAKE,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,ring,,,,,,0,50,50,17,1,2,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_654.png,VALLEY,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,pencil,,,,,,0,51,51,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_509.png,PHOTO,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,telephone,,,,,,0,52,52,21,1,3,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_311.png,FRIEND,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,razor,,,,,,0,53,53,34,1,4,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_147.png,MOMENT,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,hanger,,,,,,0,54,54,51,1,6,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_688.png,CASINO,5ec513570e821a440f878858,29/04/1999,2020-08-13_12h52.19.132,proactive2,2020.1.2,MacIntel,60,5f341be081b9052c55068110,5f3529559e502b4786c79dd7,4,,,,,,runner,,,,,,0,55,55,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
