consent_key.keys,consent_key.rt,recalled,recalled_rt,recall_acc,example_recall.thisRepN,example_recall.thisTrialN,example_recall.thisN,example_recall.thisIndex,example_recall.ran,file,word,participant,please enter your date of birth (dd/mm/yyyy),date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,list,prac_learn_study_loop.thisRepN,prac_learn_study_loop.thisTrialN,prac_learn_study_loop.thisN,prac_learn_study_loop.thisIndex,prac_learn_study_loop.ran,image,prac_learn_test_loop.thisRepN,prac_learn_test_loop.thisTrialN,prac_learn_test_loop.thisN,prac_learn_test_loop.thisIndex,prac_learn_test_loop.ran,learn_study_loop.thisRepN,learn_study_loop.thisTrialN,learn_study_loop.thisN,learn_study_loop.thisIndex,learn_study_loop.ran,list_no,block_no,learn_test_loop.thisRepN,learn_test_loop.thisTrialN,learn_test_loop.thisN,learn_test_loop.thisIndex,learn_test_loop.ran,learn_blocks.thisRepN,learn_blocks.thisTrialN,learn_blocks.thisN,learn_blocks.thisIndex,learn_blocks.ran,block_csv,key_resp_13.keys,key_resp_13.rt,learn_blocks_loop.thisRepN,learn_blocks_loop.thisTrialN,learn_blocks_loop.thisN,learn_blocks_loop.thisIndex,learn_blocks_loop.ran,final_learn_test.thisRepN,final_learn_test.thisTrialN,final_learn_test.thisN,final_learn_test.thisIndex,final_learn_test.ran,prac_wm_test_loop.thisRepN,prac_wm_test_loop.thisTrialN,prac_wm_test_loop.thisN,prac_wm_test_loop.thisIndex,prac_wm_test_loop.ran,wm_recalled1,wm_recall_rt1,wm_probed1,wm_recall_acc1,wm_recalled2,wm_recall_rt2,wm_probed2,wm_recall_acc2,wm_recalled3,wm_recall_rt3,wm_probed3,wm_recall_acc3,wm_recalled4,wm_recall_rt4,wm_probed4,wm_recall_acc4,prac_wm_trial_loop.thisRepN,prac_wm_trial_loop.thisTrialN,prac_wm_trial_loop.thisN,prac_wm_trial_loop.thisIndex,prac_wm_trial_loop.ran,word1,image1,file1,item_type1,word2,image2,file2,item_type2,word4,image4,file4,item_type4,word3,image3,file3,item_type3
,,,,,,,,,,stimuli/images/PICTURE_340.png,LETTER,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,mirror,,,,,,0,56,56,24,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_296.png,LIFE,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,bolt,,,,,,0,57,57,57,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_685.png,PENNY,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,goose,,,,,,0,58,58,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.008,0,,,,,,stimuli/images/PICTURE_296.png,LIFE,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,bolt,,,,,,,,,,,6,1,0,0,0,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.004,0,,,,,,stimuli/images/PICTURE_327.png,SERIES,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,helmet,,,,,,,,,,,1,1,0,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RIVER,5.045,1,,,,,,stimuli/images/PICTURE_403.png,RIVER,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,cathedral,,,,,,,,,,,5,1,0,2,2,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_380.png,CANDY,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,gorilla,,,,,,,,,,,1,1,0,3,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.007,0,,,,,,stimuli/images/PICTURE_708.png,RECORD,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,monkey,,,,,,,,,,,6,1,0,4,4,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARTIST,4.594,1,,,,,,stimuli/images/PICTURE_504.png,ARTIST,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,wheel,,,,,,,,,,,5,1,0,5,5,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,APPLE,3.363,1,,,,,,stimuli/images/PICTURE_677.png,APPLE,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,map,,,,,,,,,,,5,1,0,6,6,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_57.png,MOMENT,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,stamp,,,,,,,,,,,4,1,0,7,7,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_147.png,WOMEN,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,hanger,,,,,,,,,,,1,1,0,8,8,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_285.png,LIFE,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,carrot,,,,,,,,,,,4,1,0,9,9,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_2.png,FLIGHT,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,tyre,,,,,,,,,,,2,1,0,10,10,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SERIES,5.37,1,,,,,,stimuli/images/PICTURE_383.png,SERIES,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,coin,,,,,,,,,,,5,1,0,11,11,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.004,0,,,,,,stimuli/images/PICTURE_340.png,LETTER,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,mirror,,,,,,,,,,,3,1,0,12,12,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TOILET,4.645,1,,,,,,stimuli/images/PICTURE_85.png,TOILET,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,diamond,,,,,,,,,,,5,1,0,13,13,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_32.png,PILLS,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,crown,,,,,,,,,,,2,1,0,14,14,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_308.png,FAMILY,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,dice,,,,,,,,,,,4,1,0,15,15,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_340.png,VALLEY,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,mirror,,,,,,,,,,,6,1,0,16,16,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LOTS,6.273,1,,,,,,stimuli/images/PICTURE_233.png,LOTS,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,salt,,,,,,,,,,,5,1,0,17,17,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.004,0,,,,,,stimuli/images/PICTURE_469.png,AGENT,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,stool,,,,,,,,,,,2,1,0,18,18,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_491.png,GLASS,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,rug,,,,,,,,,,,2,1,0,19,19,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.004,0,,,,,,stimuli/images/PICTURE_95.png,BOYS,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,suitcase,,,,,,,,,,,1,1,0,20,20,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.004,0,,,,,,stimuli/images/PICTURE_33.png,FRIEND,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,frame,,,,,,,,,,,1,1,0,21,21,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_147.png,YEAR,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,hanger,,,,,,,,,,,3,1,0,22,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.004,0,,,,,,stimuli/images/PICTURE_564.png,BATH,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,spoon,,,,,,,,,,,3,1,0,23,23,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_654.png,MONTH,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,pencil,,,,,,,,,,,3,1,0,24,24,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.004,0,,,,,,stimuli/images/PICTURE_95.png,MILLER,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,suitcase,,,,,,,,,,,6,1,0,25,25,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_750.png,HOTEL,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,kettle,,,,,,,,,,,3,1,0,26,26,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.004,0,,,,,,stimuli/images/PICTURE_405.png,YEAR,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,anchor,,,,,,,,,,,4,1,0,27,27,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.004,0,,,,,,stimuli/images/PICTURE_405.png,PLENTY,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,anchor,,,,,,,,,,,3,1,0,28,28,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_744.png,WEAPON,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,ring,,,,,,,,,,,6,1,0,29,29,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SALE,5.553,1,,,,,,stimuli/images/PICTURE_675.png,SALE,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,windmill,,,,,,,,,,,5,1,0,30,30,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_380.png,HONEY,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,gorilla,,,,,,,,,,,2,1,0,31,31,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.005,0,,,,,,stimuli/images/PICTURE_85.png,NATION,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,diamond,,,,,,,,,,,1,1,0,32,32,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.004,0,,,,,,stimuli/images/PICTURE_667.png,RIVER,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,daisy,,,,,,,,,,,2,1,0,33,33,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.006,0,,,,,,stimuli/images/PICTURE_327.png,CASINO,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,helmet,,,,,,,,,,,3,1,0,34,34,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.006,0,,,,,,stimuli/images/PICTURE_296.png,LOTS,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,bolt,,,,,,,,,,,1,1,0,35,35,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_383.png,WRITER,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,coin,,,,,,,,,,,3,1,0,36,36,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.005,0,,,,,,stimuli/images/PICTURE_449.png,DUDE,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,bench,,,,,,,,,,,2,1,0,37,37,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.004,0,,,,,,stimuli/images/PICTURE_504.png,YEAR,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,wheel,,,,,,,,,,,2,1,0,38,38,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.004,0,,,,,,stimuli/images/PICTURE_68.png,MILE,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,candle,,,,,,,,,,,6,1,0,39,39,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.006,0,,,,,,stimuli/images/PICTURE_68.png,ROOF,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,candle,,,,,,,,,,,4,1,0,40,40,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.005,0,,,,,,stimuli/images/PICTURE_467.png,POLICY,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,peg,,,,,,,,,,,6,1,0,41,41,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.005,0,,,,,,stimuli/images/PICTURE_504.png,COPS,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,wheel,,,,,,,,,,,6,1,0,42,42,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.005,0,,,,,,stimuli/images/PICTURE_685.png,PENNY,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,goose,,,,,,,,,,,1,1,0,43,43,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.004,0,,,,,,stimuli/images/PICTURE_42.png,BOYS,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,pear,,,,,,,,,,,6,1,0,44,44,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.005,0,,,,,,stimuli/images/PICTURE_208.png,SYSTEM,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,microphone,,,,,,,,,,,4,1,0,45,45,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HONEY,5.8,0,,,,,,stimuli/images/PICTURE_487.png,GIRL,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,basket,,,,,,,,,,,5,1,0,46,46,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HONEY,3.848,1,,,,,,stimuli/images/PICTURE_95.png,HONEY,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,suitcase,,,,,,,,,,,5,1,0,47,47,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_32.png,KIND,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,crown,,,,,,,,,,,4,1,0,48,48,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.002,0,,,,,,stimuli/images/PICTURE_297.png,RIVER,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,aeroplane,,,,,,,,,,,4,1,0,49,49,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_403.png,WRITER,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,cathedral,,,,,,,,,,,4,1,0,50,50,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WRITER,4.177,1,,,,,,stimuli/images/PICTURE_177.png,WRITER,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,mushroom,,,,,,,,,,,5,1,0,51,51,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_339.png,CLIENT,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,backpack,,,,,,,,,,,2,1,0,52,52,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_203.png,NIGHT,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,cap,,,,,,,,,,,1,1,0,53,53,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
